AMT Concat,Concat Code,Comp Code,Mod Code,AMT Model,AMT Serial Prefix,AMT Component Code,AMT Modifier Code,MacMahon Serial Prefix,Functional Location,Position Code,Maintenance Item Description,Functional Location Code,Customer data Concat
SND125100,SND125100,1251,00,793F XQ,SND,1251 - FUEL INJECTION PUMP,00 - (NONE),SND,,,10000H FUEL PUMPS CHANGE,,
SPD100000,SPD100000,1000,00,789D,SPD,1000 - ENGINE,00 - (NONE),SPD,TKHL234-ENGI,,20000H ENGINE CHANGE,ENGI,SPDENGI
SPD135300,SPD135300,1353,00,789D,SPD,1353 - RADIATOR,00 - (NONE),SPD,TKHL234-ENGI-COSY,,20000H RADIATOR CHANGE,ENGI-COSY,SPDENGI-COSY
SPD303000,SPD303000,3030,00,789D,SPD,3030 - TRANSMISSION,00 - (NONE),SPD,TKHL234-DRIV-TMSN,,20000H TRANSMISSION CHANGE,DRIV-TMSN,SPDDRIV-TMSN
SPD310100,SPD310100,3101,00,789D,SPD,3101 - TORQUE CONVERTER,00 - (NONE),SPD,TKHL234-DRIV-TQCV,,20000H TORQUE CONVERTER CHANGE,DRIV-TQCV,SPDDRIV-TQCV
SPD325800,SPD325800,3258,00,789D,SPD,3258 - DIFFERENTIAL,00 - (NONE),SPD,TKHL234-DRIV-DIFF,,20000H DIFFERENTIAL CHANGE,DRIV-DIFF,SPDDRIV-DIFF
SPD4006LF,SPD4006LF,4006,LF,789D,SPD,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,SPD,TKHL234-DRIV-WHGP,LHF,20000H WHEEL & BRAKE ASSEMBLY CHANGE LHF,DRIV-WHGP,SPDDRIV-WHGPLHF
SPD4006RF,SPD4006RF,4006,RF,789D,SPD,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,SPD,TKHL234-DRIV-WHGP,RHF,20000H WHEEL & BRAKE ASSEMBLY CHANGE RHF,DRIV-WHGP,SPDDRIV-WHGPRHF
SPD4008RI,SPD4008RI,4008,RI,789D,SPD,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,SPD,TKHL140-DRIV-FIDV,RHR,24000H WHEEL END CHANGE RHR,DRIV-FIDV,SPDDRIV-FIDVRHR
SPD4008LR,SPD4008LR,4008,LR,789D,SPD,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,SPD,TKHL141-DRIV-FIDV,LHR,24000H WHEEL END CHANGE LHR,DRIV-FIDV,SPDDRIV-FIDVLHR
SPD4008LF,SPD4008LF,4008,LF,789D,SPD,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,SPD,TKHL141-DRIV-WHGP,LHF,18000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,SPDDRIV-WHGPLHF
SPD4008RF,SPD4008RF,4008,RF,789D,SPD,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,SPD,TKHL144-DRIV-WHGP,RHF,18000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,SPDDRIV-WHGPRHF
SPD4050RR,SPD4050RR,4050,RR,789D,SPD,4050 - FINAL DRIVE,RR - RIGHT REAR,SPD,TKHL234-DRIV-FIDV,RHR,20000H FINAL DRIVE CHANGE RHR,DRIV-FIDV,SPDDRIV-FIDVRHR
SPD4050LR,SPD4050LR,4050,LR,789D,SPD,4050 - FINAL DRIVE,LR - LEFT REAR,SPD,TKHL234-DRIV-FIDV,LHR,20000H FINAL DRIVE CHANGE LHR,DRIV-FIDV,SPDDRIV-FIDVLHR
SPD7201LF,SPD7201LF,7201,LF,789D,SPD,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,SPD,TKHL279-SURE-SPSN,LHF,18000H SUSPENSION CYLINDER CHANGE LHF,SURE-SPSN,SPDSURE-SPSNLHF
SPD7213LR,SPD7213LR,7213,LR,789D,SPD,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,SPD,TKHL139-SURE-SPSN,LHR,14000H SUSPENSION CYLINDER CHANGE LHR,SURE-SPSN,SPDSURE-SPSNLHR
SPD7213RR,SPD7213RR,7213,RR,789D,SPD,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,SPD,TKHL139-SURE-SPSN,RHR,14000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,SPDSURE-SPSNRHR
SPD135900,SPD135900,1359,00,789D,SPD,1359 - FAN DRIVE,00 - (NONE),SPD,,,50000H ENGINE FAN CHANGE,,
SPD1365FR,SPD1365FR,1365,FR,789D,SPD,1365 - BRAKE/AXLE OIL COOLER,FR - FRONT,SPD,,,18000H BRAKE OIL COOLER CHANGE FR,,
SPD137500,SPD137500,1375,00,789D,SPD,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER,00 - (NONE),SPD,,,22000H TRANSMISSION OIL COOLER CHANGE,,
SPD310800,SPD310800,3108,00,789D,SPD,3108 - PUMP DRIVE GRP,00 - (NONE),SPD,EXBH045-PUDR,,18000H PUMP DRIVE CHANGE,PUDR,SPDPUDR
SPD4008RR,SPD4008RR,4008,RR,789D,SPD,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,SPD,TKHL160-DRIV-FIDV,,24000H WHEEL END CHANGE RHR,DRIV-FIDV,SPDDRIV-FIDV
SPD4303LT,SPD4303LT,4303,LT,789D,SPD,4303 - STEERING CYLINDER,LT - LEFT,SPD,,,12000H STEERING CYLINDER CHANGE LH,,
SPD4303RI,SPD4303RI,4303,RI,789D,SPD,4303 - STEERING CYLINDER,RI - RIGHT,SPD,,,12000H STEERING CYLINDER CHANGE RH,,
SPD430600,SPD430600,4306,00,789D,SPD,4306 - STEERING PUMP,00 - (NONE),SPD,,,12000H STEERING PUMP CHANGE,,
SPD5102LT,SPD5102LT,5102,LT,789D,SPD,5102 - LIFT/HOIST CYLINDER,LT - LEFT,SPD,,,18000H HOIST CYLINDER CHANGE LH,,
SPD5102RI,SPD5102RI,5102,RI,789D,SPD,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,SPD,,,18000H HOIST CYLINDER CHANGE RH,,
SPD7201RF,SPD7201RF,7201,RF,789D,SPD,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,SPD,TKHL279-SURE-SPSN,,18000H SUSPENSION CYLINDER CHANGE RHF,SURE-SPSN,SPDSURE-SPSN
SSP100000,SSP100000,1000,00,793F,SSP,1000 - ENGINE,00 - (NONE),SSP,TKHL174-ENGI,,22000H ENGINE CHANGE,ENGI,SSPENGI
SSP135300,SSP135300,1353,00,793F,SSP,1353 - RADIATOR,00 - (NONE),SSP,TKHL131-ENGI-COSY,,22000H RADIATOR CHANGE,ENGI-COSY,SSPENGI-COSY
SSP303000,SSP303000,3030,00,793F,SSP,3030 - TRANSMISSION,00 - (NONE),SSP,TKHL131-DRIV-TMSN,,18000H TRANSMISSION CHANGE,DRIV-TMSN,SSPDRIV-TMSN
SSP310100,SSP310100,3101,00,793F,SSP,3101 - TORQUE CONVERTER,00 - (NONE),SSP,TKHL131-DRIV-TQCV,,22000H TORQUE CONVERTER CHANGE,DRIV-TQCV,SSPDRIV-TQCV
SSP325800,SSP325800,3258,00,793F,SSP,3258 - DIFFERENTIAL,00 - (NONE),SSP,TKHL131-DRIV-DIFF,,24000H DIFFERENTIAL CHANGE,DRIV-DIFF,SSPDRIV-DIFF
SSP4008RF,SSP4008RF,4008,RF,793F,SSP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,SSP,TKHL131-DRIV-WHGP,RHF,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,SSPDRIV-WHGPRHF
SSP4008LR,SSP4008LR,4008,LR,793F,SSP,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,SSP,TKHL174-DRIV-FIDV,LHR,24000H WHEEL END CHANGE LHR,DRIV-FIDV,SSPDRIV-FIDVLHR
SSP4008RI,SSP4008RI,4008,RI,793F,SSP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,SSP,TKHL171-DRIV-FIDV,RHR,24000H WHEEL END CHANGE RHR,DRIV-FIDV,SSPDRIV-FIDVRHR
SSP4008LF,SSP4008LF,4008,LF,793F,SSP,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,SSP,TKHL135-DRIV-WHGP,LHF,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,SSPDRIV-WHGPLHF
SSP4050RR,SSP4050RR,4050,RR,793F,SSP,4050 - FINAL DRIVE,RR - RIGHT REAR,SSP,TKHL131-DRIV-FIDV,RHR,24000H WHEEL END CHANGE RHR,DRIV-FIDV,SSPDRIV-FIDVRHR
SSP4050LR,SSP4050LR,4050,LR,793F,SSP,4050 - FINAL DRIVE,LR - LEFT REAR,SSP,TKHL131-DRIV-FIDV,LHR,24000H WHEEL END CHANGE LHR,DRIV-FIDV,SSPDRIV-FIDVLHR
SSP7201LF,SSP7201LF,7201,LF,793F,SSP,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,SSP,TKHL131-SURE-SPSN,LHF,24000H SUSPENSION CYLINDER CHANGE LHF,SURE-SPSN,SSPSURE-SPSNLHF
SSP7201RF,SSP7201RF,7201,RF,793F,SSP,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,SSP,TKHL242-SURE,RHF,25000H SUSPENSION CYLINDER CHANGE RHF,SURE,SSPSURERHF
SSP7201LR,SSP7201LR,7201,LR,793F,SSP,7201 - SUSPENSION CYLINDER,LR - LEFT REAR,SSP,TKHL170-SURE-SPSN,LHR,24000H SUSPENSION CYLINDER CHANGE LHR,SURE-SPSN,SSPSURE-SPSNLHR
SSP7213LR,SSP7213LR,7213,LR,793F,SSP,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,SSP,TKHL131-SURE-SPSN,LHR,25000H SUSPENSION CYLINDER CHANGE LHR,SURE-SPSN,SSPSURE-SPSNLHR
SSP7213RR,SSP7213RR,7213,RR,793F,SSP,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,SSP,TKHL131-SURE-SPSN,RHR,25000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,SSPSURE-SPSNRHR
SSP7213RI,SSP7213RI,7213,RI,793F,SSP,7213 - REAR SUSPENSION CYLINDER,RI - RIGHT,SSP,TKHL172-SURE-SPSN,RHR,25000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,SSPSURE-SPSNRHR
SSP7201RR,SSP7201RR,7201,RR,793F,SSP,7201 - SUSPENSION CYLINDER,RR - RIGHT REAR,SSP,TKHL166-SURE-SPSN,,25000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,SSPSURE-SPSN
SSP136500,SSP136500,1365,00,793F,SSP,1365 - BRAKE/AXLE OIL COOLER,00 - (NONE),SSP,,,15000H REAR AXLE OIL COOLER CHANGE,,
SSP137500,SSP137500,1375,00,793F,SSP,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER,00 - (NONE),SSP,,,15000H TC & TRANS OIL COOLER CHANGE,,
SSP1386RE,SSP1386RE,1386,RE,793F,SSP,1386 - HYDRAULIC FAN MOTOR,RE - REAR,SSP,,,15000H REAR AXLE FAN MOTOR CHANGE,,
SSP310800,SSP310800,3108,00,793F,SSP,3108 - PUMP DRIVE GRP,00 - (NONE),SSP,EXBH045-PUDR,,18000H PUMP DRIVE CHANGE,PUDR,SSPPUDR
SSP4006LF,SSP4006LF,4006,LF,793F,SSP,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,SSP,TKHL192-DRIV-WHGP,,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,SSPDRIV-WHGP
SSP4006RF,SSP4006RF,4006,RF,793F,SSP,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,SSP,TKHL132-DRIV-WHGP,,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,SSPDRIV-WHGP
SSP4008RR,SSP4008RR,4008,RR,793F,SSP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,SSP,TKHL160-DRIV-FIDV,,24000H WHEEL END CHANGE RHR,DRIV-FIDV,SSPDRIV-FIDV
SSP4261FR,SSP4261FR,4261,FR,793F,SSP,4261 - BRAKE/SLACK ADJUSTER,FR - FRONT,SSP,,,12000H BRAKE SLACK ADJUSTER CHANGE FR,,
SSP4261RR,SSP4261RR,4261,RR,793F,SSP,4261 - BRAKE/SLACK ADJUSTER,RR - RIGHT REAR,SSP,,,12000H BRAKE SLACK ADJUSTER CHANGE RR,,
SSP4303LT,SSP4303LT,4303,LT,793F,SSP,4303 - STEERING CYLINDER,LT - LEFT,SSP,,,15000H STEERING CYLINDER CHANGE LH,,
SSP4303RI,SSP4303RI,4303,RI,793F,SSP,4303 - STEERING CYLINDER,RI - RIGHT,SSP,,,15000H STEERING CYLINDER CHANGE RH,,
SSP508300,SSP508300,5083,00,793F,SSP,5083 - HYDRAULIC HOIST PUMP,00 - (NONE),SSP,,,16000H HOIST/BRAKE HYDRAULIC PUMP CHANGE,,
SSP434600,SSP434600,4346,00,793F,SSP,4346 - STEERING OIL COOLER,00 - (NONE),SSP,,,12000H STEERING OIL COOLER CHANGE,,
SSP125600,SSP125600,1256,00,793F,SSP,1256 - FUEL TRANSFER PUMP,00 - (NONE),SSP,,,10000H CHANGE FUEL PUMPS 793F-SSP,,
SSP325300,SSP325300,3253,00,793F,SSP,3253 - DRIVESHAFT,00 - (NONE),SSP,,,15000H DRIVE SHAFT CHANGE MAIN,,
SSP,SSP,,,793F,SSP,,,SSP,TKHL171-ENGI,,11000H ENGINE MIDLIFE,ENGI,SSPENGI
SSP135900,SSP135900,1359,00,793F,SSP,1359 - FAN DRIVE,00 - (NONE),SSP,,,22000H ENGINE FAN CHANGE,,
SSP138600,SSP138600,1386,00,793F,SSP,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),SSP,,,18000H FAN MOTOR CHANGE,,
SSP125100,SSP125100,1251,00,793F,SSP,1251 - FUEL INJECTION PUMP,00 - (NONE),SSP,,,10000H FUEL PUMPS CHANGE,,
SSP1365RR,SSP1365RR,1365,RR,793F,SSP,1365 - BRAKE/AXLE OIL COOLER,RR - RIGHT REAR,SSP,,,15000H REAR AXLE OIL COOLER CHANGE RR,,
SSP426P00,SSP426P00,426P,00,793F,SSP,426P - BRAKE COOLING & RETRACTION PUMP,00 - (NONE),SSP,,,16000H BRAKE COOLING PUMP CHANGE,,
SSP4305LT,SSP4305LT,4305,LT,793F,SSP,4305 - STEERING LINKAGE,LT - LEFT,SSP,,,15000H STEERING LINK CHANGE LH,,
SSP4305RI,SSP4305RI,4305,RI,793F,SSP,4305 - STEERING LINKAGE,RI - RIGHT,SSP,,,15000H STEERING LINK CHANGE RH,,
SSP5102LT,SSP5102LT,5102,LT,793F,SSP,5102 - LIFT/HOIST CYLINDER,LT - LEFT,SSP,,,16000H HOIST CYLINDER CHANGE LH,,
SSP5102RI,SSP5102RI,5102,RI,793F,SSP,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,SSP,,,16000H HOIST CYLINDER CHANGE RH,,
SSP7230LL,SSP7230LL,7230,LL,793F,SSP,7230 - SUSPENSION LINK,LLH - LEFT LOWER,SSP,,,24000H SUSPENSION LINK REAR CHNG LL,,
SSP7230LU,SSP7230LU,7230,LU,793F,SSP,7230 - SUSPENSION LINK,LUZ - LEFT UPPER,SSP,,,24000H SUSPENSION LINK REAR CHNG LU,,
SSP7230RL,SSP7230RL,7230,RL,793F,SSP,7230 - SUSPENSION LINK,RLH - RIGHT LOWER,SSP,,,24000H SUSPENSION LINK REAR CHNG RL,,
SSP7230RU,SSP7230RU,7230,RU,793F,SSP,7230 - SUSPENSION LINK,RUZ - RIGHT UPPER,SSP,,,24000H SUSPENSION LINK REAR CHNG RU,,
SSP507000,SSP507000,5070,00,793F,SSP,5070 - PISTON PUMP,00 - (NONE),SSP,,,12000H STEERING/HYDRAULIC FAN PMP CHNG,,
TMG100000,TMG100000,1000,00,T45-10LF,TMG,1000 - ENGINE,00 - (NONE),TMG,DRPD006-ENGI,,20000H ENGINE CHANGE,ENGI,TMGENGI
TWG100000,TWG100000,1000,00,D9T,TWG,1000 - ENGINE,00 - (NONE),TWG,DZTR005-ENGI,,12000H ENGINE CHANGE,ENGI,TWGENGI
TWG303000,TWG303000,3030,00,D9T,TWG,3030 - TRANSMISSION,00 - (NONE),TWG,DZTR005-DRIV-TMSN,,12000H TRANSMISSION CHANGE,DRIV-TMSN,TWGDRIV-TMSN
TWG310100,TWG310100,3101,00,D9T,TWG,3101 - TORQUE CONVERTER,00 - (NONE),TWG,DZTR005-DRIV-TQCV,,12000H TORQUE CONVERTER CHANGE,DRIV-TQCV,TWGDRIV-TQCV
TWG4050RI,TWG4050RI,4050,RI,D9T,TWG,4050 - FINAL DRIVE,RI - RIGHT,TWG,DZTR005-DRIV-FIDV,RH,12000H FINAL DRIVE CHANGE RH,DRIV-FIDV,TWGDRIV-FIDVRH
TWG4050LT,TWG4050LT,4050,LT,D9T,TWG,4050 - FINAL DRIVE,LT - LEFT,TWG,DZTR005-DRIV-FIDV,LH,12000H FINAL DRIVE CHANGE LH,DRIV-FIDV,TWGDRIV-FIDVLH
VCE325800,VCE325800,3258,00,L120H,VCE,3258 - DIFFERENTIAL,00 - (NONE),VCE,LOFE145,,8000H UG IT LRG - DIFF CHG F,,
WLH100000,WLH100000,1000,00,R9200,WLH,1000 - ENGINE,00 - (NONE),WLH,EXBH068-ENGI,,18000H ENGINE CHANGE,ENGI,WLHENGI
WLH135300,WLH135300,1353,00,R9200,WLH,1353 - RADIATOR,00 - (NONE),WLH,EXBH075-ENGI-COSY,,15000H RADIATOR CHANGE,ENGI-COSY,WLHENGI-COSY
WLH4028LT,WLH4028LT,4028,LT,R9200,WLH,4028 - TRACK FRAME,LT - LEFT,WLH,EXBH068-TCKS-TCKL,LH,18000H TRACK CHANGE LH,TCKS-TCKL,WLHTCKS-TCKLLH
WLH4028RI,WLH4028RI,4028,RI,R9200,WLH,4028 - TRACK FRAME,RI - RIGHT,WLH,EXBH068-TCKS-TCKR,RH,18000H TRACK CHANGE RH,TCKS-TCKR,WLHTCKS-TCKRRH
WLH4050LT,WLH4050LT,4050,LT,R9200,WLH,4050 - FINAL DRIVE,LT - LEFT,WLH,EXBH075-UCRG-FIDV,LH,18000H FINAL DRIVE CHANGE LH,UCRG-FIDV,WLHUCRG-FIDVLH
WLH4050RI,WLH4050RI,4050,RI,R9200,WLH,4050 - FINAL DRIVE,RI - RIGHT,WLH,EXBH075-UCRG-FIDV,RH,18000H FINAL DRIVE CHANGE RH,UCRG-FIDV,WLHUCRG-FIDVRH
WLH4159LT,WLH4159LT,4159,LT,R9200,WLH,4159 - IDLER/IDLER WHEEL,LT - LEFT,WLH,EXBH075-UCRG-TCID,LH,12000H IDLER CHANGE LH,UCRG-TCID,WLHUCRG-TCIDLH
WLH4159RI,WLH4159RI,4159,RI,R9200,WLH,4159 - IDLER/IDLER WHEEL,RI - RIGHT,WLH,EXBH075-UCRG-TCID,RH,12000H IDLER CHANGE RH,UCRG-TCID,WLHUCRG-TCIDRH
WLH4170LT,WLH4170LT,4170,LT,R9200,WLH,4170 - TRACK ASSEMBLY,LT - LEFT,WLH,EXBH075-TCKS,LH,15000H TRACK CHANGE LH,TCKS,WLHTCKSLH
WLH4170RI,WLH4170RI,4170,RI,R9200,WLH,4170 - TRACK ASSEMBLY,RI - RIGHT,WLH,EXBH075-TCKS,RH,15000H TRACK CHANGE RH,TCKS,WLHTCKSRH
WLH507000,WLH507000,5070,00,R9200,WLH,5070 - PISTON PUMP,00 - (NONE),WLH,,,,,
WLH508400,WLH508400,5084,00,R9200,WLH,5084 - IMPLEMENT PUMP,00 - (NONE),WLH,EXBH075-HYSY-PUHY,POS.3,18000H MAIN PUMP CHANGE POS.3,HYSY-PUHY,WLHHYSY-PUHYPOS.3
WLH5084P0,WLH5084P0,5084,P0,R9200,WLH,5084 - IMPLEMENT PUMP,P01,WLH,EXBH075-HYSY-PUHY,POS.1,18000H MAIN PUMP CHANGE POS.1,HYSY-PUHY,WLHHYSY-PUHYPOS.1
WLH5459RE,WLH5459RE,5459,RE,R9200,WLH,5459 - SWING DRIVE,RE - REAR,WLH,EXBH075-SURE-TMSG,RR,18000H SWING DRIVE CHANGE RR,SURE-TMSG,WLHSURE-TMSGRR
WLH5459FR,WLH5459FR,5459,FR,R9200,WLH,5459 - SWING DRIVE,FR - FRONT,WLH,EXBH075-SURE-TMSG,FR,18000H SWING DRIVE CHANGE FR,SURE-TMSG,WLHSURE-TMSGFR
WLH5473P0,WLH5473P0,5473,P0,R9200,WLH,5473 - SWING PUMP,P05,WLH,EXBH075-HYSY-PUHY,POS.5,18000H SWING PUMP CHANGE POS.5,HYSY-PUHY,WLHHYSY-PUHYPOS.5
WLH79PAFR,WLH79PAFR,79PA,FR,R9200,WLH,79PA - SWING DRIVE MOTOR,FR - FRONT,WLH,EXBH075-HYSY-MOHY,FR,15000H SWING MOTOR CHANGE FR,HYSY-MOHY,WLHHYSY-MOHYFR
WLH79PARE,WLH79PARE,79PA,RE,R9200,WLH,79PA - SWING DRIVE MOTOR,RE - REAR,WLH,EXBH075-HYSY-MOHY,RR,15000H SWING MOTOR CHANGE RR,HYSY-MOHY,WLHHYSY-MOHYRR
Z8Z100000,Z8Z100000,1000,00,993K HL,Z8Z,1000 - ENGINE,00 - (NONE),Z8Z,LOFE150-ENGI,,15000H ENGINE CHANGE,ENGI,Z8ZENGI
Z8Z135300,Z8Z135300,1353,00,993K HL,Z8Z,1353 - RADIATOR,00 - (NONE),Z8Z,LOFE150-ENGI-COSY,,15000H RADIATOR CHANGE,ENGI-COSY,Z8ZENGI-COSY
Z8Z303000,Z8Z303000,3030,00,993K HL,Z8Z,3030 - TRANSMISSION,00 - (NONE),Z8Z,LOFE150-DRIV-TMSN,,15000H TRANSMISSION CHANGE,DRIV-TMSN,Z8ZDRIV-TMSN
Z8Z310100,Z8Z310100,3101,00,993K HL,Z8Z,3101 - TORQUE CONVERTER,00 - (NONE),Z8Z,LOFE150-DRIV-TQCV,,15000H TORQUE CONVERTER CHANGE,DRIV-TQCV,Z8ZDRIV-TQCV
Z8Z3258FR,Z8Z3258FR,3258,FR,993K HL,Z8Z,3258 - DIFFERENTIAL,FR - FRONT,Z8Z,LOFE150-DRIV-DIFF,FR,20000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,Z8ZDRIV-DIFFFR
Z8Z3258RE,Z8Z3258RE,3258,RE,993K HL,Z8Z,3258 - DIFFERENTIAL,RE - REAR,Z8Z,LOFE150-DRIV-DIFF,RR,20000H DIFFERENTIAL CHANGE RR,DRIV-DIFF,Z8ZDRIV-DIFFRR
Z8Z4050LF,Z8Z4050LF,4050,LF,993K HL,Z8Z,4050 - FINAL DRIVE,LF - LEFT FRONT,Z8Z,LOFE150-DRIV-FIDV,LHF,20000H WHEEL END CHANGE LHF,DRIV-FIDV,Z8ZDRIV-FIDVLHF
Z8Z4050RF,Z8Z4050RF,4050,RF,993K HL,Z8Z,4050 - FINAL DRIVE,RF - RIGHT FRONT,Z8Z,LOFE150-DRIV-FIDV,RHF,20000H WHEEL END CHANGE RHF,DRIV-FIDV,Z8ZDRIV-FIDVRHF
Z8Z4050LR,Z8Z4050LR,4050,LR,993K HL,Z8Z,4050 - FINAL DRIVE,LR - LEFT REAR,Z8Z,LOFE150-DRIV-FIDV,LHR,20000H WHEEL END CHANGE LHR,DRIV-FIDV,Z8ZDRIV-FIDVLHR
Z8Z4050RR,Z8Z4050RR,4050,RR,993K HL,Z8Z,4050 - FINAL DRIVE,RR - RIGHT REAR,Z8Z,LOFE150-DRIV-FIDV,RHR,20000H WHEEL END CHANGE RHR,DRIV-FIDV,Z8ZDRIV-FIDVRHR
Z8Z1063LT,Z8Z1063LT,1063,LT,993K HL,Z8Z,1063 - AFTERCOOLER,LT - LEFT,Z8Z,,,15000H AFTERCOOLER CHANGE LH,,
Z8Z1063RI,Z8Z1063RI,1063,RI,993K HL,Z8Z,1063 - AFTERCOOLER,RI - RIGHT,Z8Z,,,15000H AFTERCOOLER CHANGE RH,,
Z8Z125100,Z8Z125100,1251,00,993K HL,Z8Z,1251 - FUEL INJECTION PUMP,00 - (NONE),Z8Z,,,15000H FUEL COOLER CHANGE,,
Z8Z135900,Z8Z135900,1359,00,993K HL,Z8Z,1359 - FAN DRIVE,00 - (NONE),Z8Z,,,45000H ENGINE FAN CHANGE,,
Z8Z1365RE,Z8Z1365RE,1365,RE,993K HL,Z8Z,1365 - BRAKE/AXLE OIL COOLER,RE - REAR,Z8Z,,,15000H AXLE OIL COOLER CHANGE RR,,
Z8Z1365FR,Z8Z1365FR,1365,FR,993K HL,Z8Z,1365 - BRAKE/AXLE OIL COOLER,FR - FRONT,Z8Z,,,15000H AXLE OIL COOLERS CHANGE FR,,
Z8Z136500,Z8Z136500,1365,00,993K HL,Z8Z,1365 - BRAKE/AXLE OIL COOLER,00 - (NONE),Z8Z,,,15000H AXLE OIL COOLING PUMP CHANGE,,
Z8Z137400,Z8Z137400,1374,00,993K HL,Z8Z,1374 - HYDRAULIC OIL COOLER,00 - (NONE),Z8Z,,,15000H HYDRAULIC OIL COOLERS CHANGE,,
Z8Z138600,Z8Z138600,1386,00,993K HL,Z8Z,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),Z8Z,,,12000H FAN MOTOR CHANGE,,
Z8Z138700,Z8Z138700,1387,00,993K HL,Z8Z,1387 - HYDRAULIC FAN PUMP,00 - (NONE),Z8Z,,,12000H FAN PUMP CHANGE,,
Z8Z306600,Z8Z306600,3066,00,993K HL,Z8Z,3066 - TRANSMISSION OIL PUMP,00 - (NONE),Z8Z,,,15000H TRANSMISSION PUMP CHANGE,,
Z8Z3259LF,Z8Z3259LF,3259,LF,993K HL,Z8Z,3259 - AXLE SHAFT,LF - LEFT FRONT,Z8Z,,,40000H DRIVELINE DRIVE AXLE CHANGE LHF,,
Z8Z3259LR,Z8Z3259LR,3259,LR,993K HL,Z8Z,3259 - AXLE SHAFT,LR - LEFT REAR,Z8Z,,,40000H DRIVELINE DRIVE AXLE CHANGE LHR,,
Z8Z3259RF,Z8Z3259RF,3259,RF,993K HL,Z8Z,3259 - AXLE SHAFT,RF - RIGHT FRONT,Z8Z,,,40000H DRIVELINE DRIVE AXLE CHANGE RHF,,
Z8Z3259RR,Z8Z3259RR,3259,RR,993K HL,Z8Z,3259 - AXLE SHAFT,RR - RIGHT REAR,Z8Z,,,40000H DRIVELINE DRIVE AXLE CHANGE RHR,,
Z8Z4051LF,Z8Z4051LF,4051,LF,993K HL,Z8Z,4051 - FINAL DRIVE & WHEEL,LF - LEFT FRONT,Z8Z,LOFE150-DRIV-FIDV,,20000H WHEEL END CHANGE LHF,DRIV-FIDV,Z8ZDRIV-FIDV
Z8Z4051LR,Z8Z4051LR,4051,LR,993K HL,Z8Z,4051 - FINAL DRIVE & WHEEL,LR - LEFT REAR,Z8Z,LOFE150-DRIV-FIDV,,20000H WHEEL END CHANGE LHR,DRIV-FIDV,Z8ZDRIV-FIDV
Z8Z4051RF,Z8Z4051RF,4051,RF,993K HL,Z8Z,4051 - FINAL DRIVE & WHEEL,RF - RIGHT FRONT,Z8Z,LOFE150-DRIV-FIDV,,20000H WHEEL END CHANGE RHF,DRIV-FIDV,Z8ZDRIV-FIDV
Z8Z4051RR,Z8Z4051RR,4051,RR,993K HL,Z8Z,4051 - FINAL DRIVE & WHEEL,RR - RIGHT REAR,Z8Z,LOFE150-DRIV-FIDV,,20000H WHEEL END CHANGE RHR,DRIV-FIDV,Z8ZDRIV-FIDV
