CONCAT(XREF),MODEL,AMT COMPONENT CODE,MACA/Downer,CONCAT AMT
6050 FS5473 - SWING PUMP-P04 - P04,6050 FS,5473 - SWING PUMP-P04 - P04,15334.P04.CC.0 Swing Pump,6050 FS15334.P04.CC.0 Swing Pump
6050 FS3204 - CHARGE PUMP-LT - LEFT,6050 FS,3204 - CHARGE PUMP-LT - LEFT,15335.LH.CC.0 Swing Replenishing Pump,6050 FS15335.LH.CC.0 Swing Replenishing Pump
6050 FS3204 - CHARGE PUMP-RI - RIGHT,6050 FS,3204 - CHARGE PUMP-RI - RIGHT,15335.RH.CC.0 Swing Replenishing Pump,6050 FS15335.RH.CC.0 Swing Replenishing Pump
6050 FS,6050 FS,,16100.0.CC.0 Back Board Face Shovel Bucket,6050 FS16100.0.CC.0 Back Board Face Shovel Bucket
6050 FS,6050 FS,,16114.0.CC.0 Flap Face / Apron Shovel Bucket,6050 FS16114.0.CC.0 Flap Face / Apron Shovel Bucket
6050 FS4157 - TRACK ADJUSTER-LT - LEFT,6050 FS,4157 - TRACK ADJUSTER-LT - LEFT,18007.LH.CC.0 Track Tensioner,6050 FS18007.LH.CC.0 Track Tensioner
6050 FS4157 - TRACK ADJUSTER-RI - RIGHT,6050 FS,4157 - TRACK ADJUSTER-RI - RIGHT,18007.RH.CC.0 Track Tensioner,6050 FS18007.RH.CC.0 Track Tensioner
6050 FS,6050 FS,,18204.LH.CC.0 Track Assembly,6050 FS18204.LH.CC.0 Track Assembly
6050 FS,6050 FS,,18204.RH.CC.0 Track Assembly,6050 FS18204.RH.CC.0 Track Assembly
6060 FS,6060 FS,,13102.RH.CC.0 Damper / Drive Coupling,6060 FS13102.RH.CC.0 Damper / Drive Coupling
6060 FS3204 - CHARGE PUMP-RI - RIGHT,6060 FS,3204 - CHARGE PUMP-RI - RIGHT,15335.RH.CC.0 Swing Replenishing Pump,6060 FS15335.RH.CC.0 Swing Replenishing Pump
6060 FS,6060 FS,,15129.0.SCR.0 Hydraulic Hose – Slew Pumps,6060 FS15129.0.SCR.0 Hydraulic Hose – Slew Pumps
6060 FS,6060 FS,,17506.0.CNCNP.0 Car Body (Centre Frame),6060 FS17506.0.CNCNP.0 Car Body (Centre Frame)
6060 FS,6060 FS,,17507.0.CNCNP.0 Chassis (Main Frame),6060 FS17507.0.CNCNP.0 Chassis (Main Frame)
777G,777G,,17500.0.SCR.0 A Frame,777G17500.0.SCR.0 A Frame
777G,777G,,50200.P01.SCRNP.0 Tyre,777G50200.P01.SCRNP.0 Tyre
777G,777G,,50200.P02.SCRNP.0 Tyre,777G50200.P02.SCRNP.0 Tyre
777G,777G,,50200.P03.SCRNP.0 Tyre,777G50200.P03.SCRNP.0 Tyre
777G,777G,,50200.P04.SCRNP.0 Tyre,777G50200.P04.SCRNP.0 Tyre
777G,777G,,50200.P05.SCRNP.0 Tyre,777G50200.P05.SCRNP.0 Tyre
777G,777G,,50200.P06.SCRNP.0 Tyre,777G50200.P06.SCRNP.0 Tyre
777G,777G,,17500.0.SCRNP.0 A Frame,777G17500.0.SCRNP.0 A Frame
777G,777G,,16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY),777G16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY)
777G,777G,,14118.0.CNC.0 Steering Valve,777G14118.0.CNC.0 Steering Valve
777G,777G,,16104.0.CNCNP.0 Body - Reserve Strategy (Change Out ONLY),777G16104.0.CNCNP.0 Body - Reserve Strategy (Change Out ONLY)
785C,785C,,13000.LH.CNC.0 Rear Axle Shaft,785C13000.LH.CNC.0 Rear Axle Shaft
785C,785C,,13000.RH.CNC.0 Rear Axle Shaft,785C13000.RH.CNC.0 Rear Axle Shaft
785CWC,785CWC,,13000.LH.CNC.0 Rear Axle Shaft,785CWC13000.LH.CNC.0 Rear Axle Shaft
785CWC,785CWC,,13000.RH.CNC.0 Rear Axle Shaft,785CWC13000.RH.CNC.0 Rear Axle Shaft
785D,785D,,13000.LH.CNC.0 Rear Axle Shaft,785D13000.LH.CNC.0 Rear Axle Shaft
785D,785D,,13000.RH.CNC.0 Rear Axle Shaft,785D13000.RH.CNC.0 Rear Axle Shaft
844H5102 - LIFT/HOIST CYLINDER-LT - LEFT,844H,5102 - LIFT/HOIST CYLINDER-LT - LEFT,15002.LH.CNCNP.0 Blade Lift Cylinder,844H15002.LH.CNCNP.0 Blade Lift Cylinder
844H5102 - LIFT/HOIST CYLINDER-RI - RIGHT,844H,5102 - LIFT/HOIST CYLINDER-RI - RIGHT,15002.RH.CNCNP.0 Blade Lift Cylinder,844H15002.RH.CNCNP.0 Blade Lift Cylinder
844H4303 - STEERING CYLINDER-LT - LEFT,844H,4303 - STEERING CYLINDER-LT - LEFT,15026.LH.CNC.0 Steering Cylinder,844H15026.LH.CNC.0 Steering Cylinder
844H4303 - STEERING CYLINDER-RI - RIGHT,844H,4303 - STEERING CYLINDER-RI - RIGHT,15026.RH.CNC.0 Steering Cylinder,844H15026.RH.CNC.0 Steering Cylinder
844H5104 - TILT CYLINDER-LT - LEFT,844H,5104 - TILT CYLINDER-LT - LEFT,15031.LH.CNCNP.0 Tilt Cylinder,844H15031.LH.CNCNP.0 Tilt Cylinder
844H5104 - TILT CYLINDER-RI - RIGHT,844H,5104 - TILT CYLINDER-RI - RIGHT,15031.RH.CNCNP.0 Tilt Cylinder,844H15031.RH.CNCNP.0 Tilt Cylinder
844H,844H,,16101.0.CNCNP.0 Blade - Reserve Strategy (Change Out ONLY),844H16101.0.CNCNP.0 Blade - Reserve Strategy (Change Out ONLY)
844H,844H,,17502.0.CNCNP.0 Articulation,844H17502.0.CNCNP.0 Articulation
844H1353 - RADIATOR-00 - (NONE),844H,1353 - RADIATOR-00 - (NONE),11105.0.CNC.0 Radiator,844H11105.0.CNC.0 Radiator
854G,854G,,11009.LH.CNCNP.0 Turbocharger,854G11009.LH.CNCNP.0 Turbocharger
854G,854G,,11009.RH.CNCNP.0 Turbocharger,854G11009.RH.CNCNP.0 Turbocharger
854G1353 - RADIATOR-00 - (NONE),854G,1353 - RADIATOR-00 - (NONE),11105.0.CNC.0 Radiator,854G11105.0.CNC.0 Radiator
854G,854G,,11108.0.CNCNP.0 Water Pump (Engine),854G11108.0.CNCNP.0 Water Pump (Engine)
854G3258 - DIFFERENTIAL-FR - FRONT,854G,3258 - DIFFERENTIAL-FR - FRONT,13004.FT.CC.0 Differential,854G13004.FT.CC.0 Differential
854G3258 - DIFFERENTIAL-RE - REAR,854G,3258 - DIFFERENTIAL-RE - REAR,13004.RE.CC.0 Differential,854G13004.RE.CC.0 Differential
854G4001 - FINAL DRIVE & BRAKE WHEEL-LF - LEFT FRONT,854G,4001 - FINAL DRIVE & BRAKE WHEEL-LF - LEFT FRONT,13014.FL.CC.0 Wheel Group,854G13014.FL.CC.0 Wheel Group
854G4001 - FINAL DRIVE & BRAKE WHEEL-RF - RIGHT FRONT,854G,4001 - FINAL DRIVE & BRAKE WHEEL-RF - RIGHT FRONT,13014.FR.CC.0 Wheel Group,854G13014.FR.CC.0 Wheel Group
854G4001 - FINAL DRIVE & BRAKE WHEEL-LR - LEFT REAR,854G,4001 - FINAL DRIVE & BRAKE WHEEL-LR - LEFT REAR,13014.RL.CC.0 Wheel Group,854G13014.RL.CC.0 Wheel Group
854G4001 - FINAL DRIVE & BRAKE WHEEL-RR - RIGHT REAR,854G,4001 - FINAL DRIVE & BRAKE WHEEL-RR - RIGHT REAR,13014.RR.CC.0 Wheel Group,854G13014.RR.CC.0 Wheel Group
854G3108 - PUMP DRIVE-00 - (NONE),854G,3108 - PUMP DRIVE-00 - (NONE),13107.0.CC.0 Pump Drive,854G13107.0.CC.0 Pump Drive
854G5102 - LIFT/HOIST CYLINDER-LT - LEFT,854G,5102 - LIFT/HOIST CYLINDER-LT - LEFT,15002.LH.CNCNP.0 Blade Lift Cylinder,854G15002.LH.CNCNP.0 Blade Lift Cylinder
854G5102 - LIFT/HOIST CYLINDER-RI - RIGHT,854G,5102 - LIFT/HOIST CYLINDER-RI - RIGHT,15002.RH.CNCNP.0 Blade Lift Cylinder,854G15002.RH.CNCNP.0 Blade Lift Cylinder
854G4303 - STEERING CYLINDER-LT - LEFT,854G,4303 - STEERING CYLINDER-LT - LEFT,15026.LH.CNC.0 Steering Cylinder,854G15026.LH.CNC.0 Steering Cylinder
854G4303 - STEERNG CYLINDER-RI - RIGHT,854G,4303 - STEERNG CYLINDER-RI - RIGHT,15026.RH.CNC.0 Steering Cylinder,854G15026.RH.CNC.0 Steering Cylinder
854G5104 - TILT CYLINDER-LT - LEFT,854G,5104 - TILT CYLINDER-LT - LEFT,15031.LH.CNCNP.0 Tilt Cylinder,854G15031.LH.CNCNP.0 Tilt Cylinder
854G5104 - TILT CYLINDER-RI - RIGHT,854G,5104 - TILT CYLINDER-RI - RIGHT,15031.RH.CNCNP.0 Tilt Cylinder,854G15031.RH.CNCNP.0 Tilt Cylinder
854G,854G,,15103.0.CNCNP.0 Hydraulic Oil Cooler,854G15103.0.CNCNP.0 Hydraulic Oil Cooler
854G,854G,,15204.0.CNC.0 Engine Cooling Fan Motor,854G15204.0.CNC.0 Engine Cooling Fan Motor
854G,854G,,15304.0.CNC.0 Brake Pump,854G15304.0.CNC.0 Brake Pump
854G,854G,,15309.0.CNC.0 Engine Cooling Fan Pump,854G15309.0.CNC.0 Engine Cooling Fan Pump
854G,854G,,15316.0.CNC.0 Main Pump,854G15316.0.CNC.0 Main Pump
,854G,4306 - STEERING PUMP-00 - (NONE),15332.0.CNC.0 Steering Pump,854G15332.0.CNC.0 Steering Pump
854G4306 - STEERING PUMP-00 - (NONE),854G,,15333.0.CNC.0 Supplementary Steering Pump,854G15333.0.CNC.0 Supplementary Steering Pump
854G3066 - TRANSMISSION OIL PUMP-00 - (NONE),854G,3066 - TRANSMISSION OIL PUMP-00 - (NONE),15339.0.CNC.0 Transmission Pump,854G15339.0.CNC.0 Transmission Pump
854G,854G,,15344.0.CNC.0 Pilot Pump,854G15344.0.CNC.0 Pilot Pump
854G,854G,,15355.0.CNC.0 Axle Cooling Pump,854G15355.0.CNC.0 Axle Cooling Pump
854G,854G,,16101.0.CNCNP.0 Blade - Reserve Strategy (Change Out ONLY),854G16101.0.CNCNP.0 Blade - Reserve Strategy (Change Out ONLY)
854G,854G,,17502.0.CNCNP.0 Articulation,854G17502.0.CNCNP.0 Articulation
854G1000 - ENGINE-00 - (NONE),854G,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,854G11204.0.CC.0 Engine
854G3101 - TORQUE CONVERTER-00 - (NONE),854G,3101 - TORQUE CONVERTER-00 - (NONE),13400.0.CC.0 Torque Converter,854G13400.0.CC.0 Torque Converter
854G3030 - TRANSMISSION-00 - (NONE),854G,3030 - TRANSMISSION-00 - (NONE),13403.0.CC.0 Transmission,854G13403.0.CC.0 Transmission
854G,854G,,14019.0.CNC.0 Park Brake,854G14019.0.CNC.0 Park Brake
844H,844H,,16101.0.CC.0 Blade - Reserve Strategy (Change Out ONLY),844H16101.0.CC.0 Blade - Reserve Strategy (Change Out ONLY)
980H,980H,,16108.0.CC.0 Bucket - Reserve Strategy (Change Out ONLY),980H16108.0.CC.0 Bucket - Reserve Strategy (Change Out ONLY)
980H,980H,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),980H16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
988H,988H,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),988H16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
MD51501353 - RADIATOR-LT - LEFT,MD5150,1353 - RADIATOR-LT - LEFT,11105.LH.CNCNP.0 Radiator,MD515011105.LH.CNCNP.0 Radiator
MD5150,MD5150,,13215.0.CNCNP.0 Centraliser,MD515013215.0.CNCNP.0 Centraliser
MD5150,MD5150,,17006.0.CNCNP.0 Compressor Hydraulic Oil Cooler,MD515017006.0.CNCNP.0 Compressor Hydraulic Oil Cooler
MD5150,MD5150,,17309.LO.CNCNP.0 Rod Handler,MD515017309.LO.CNCNP.0 Rod Handler
MD5150,MD5150,,18100.L01.CNCNP.0 Carrier Roller,MD515018100.L01.CNCNP.0 Carrier Roller
MD5150,MD5150,,18100.R01.CNCNP.0 Carrier Roller,MD515018100.R01.CNCNP.0 Carrier Roller
MD51504180 - TRACK ROLLER-L01 - LEFT NO. 01,MD5150,4180 - TRACK ROLLER-L01 - LEFT NO. 01,18101.L01.CNCNP.0 Load Roller,MD515018101.L01.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-L02 - LEFT NO. 02,MD5150,4180 - TRACK ROLLER-L02 - LEFT NO. 02,18101.L02.CNCNP.0 Load Roller,MD515018101.L02.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-L03 - LEFT NO. 03,MD5150,4180 - TRACK ROLLER-L03 - LEFT NO. 03,18101.L03.CNCNP.0 Load Roller,MD515018101.L03.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-L04 - LEFT NO. 04,MD5150,4180 - TRACK ROLLER-L04 - LEFT NO. 04,18101.L04.CNCNP.0 Load Roller,MD515018101.L04.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-L05 - LEFT NO. 05,MD5150,4180 - TRACK ROLLER-L05 - LEFT NO. 05,18101.L05.CNCNP.0 Load Roller,MD515018101.L05.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-L06 - LEFT NO. 06,MD5150,4180 - TRACK ROLLER-L06 - LEFT NO. 06,18101.L06.CNCNP.0 Load Roller,MD515018101.L06.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R01 - RIGHT NO.01,MD5150,4180 - TRACK ROLLER-R01 - RIGHT NO.01,18101.R01.CNCNP.0 Load Roller,MD515018101.R01.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R02 - RIGHT NO.02,MD5150,4180 - TRACK ROLLER-R02 - RIGHT NO.02,18101.R02.CNCNP.0 Load Roller,MD515018101.R02.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R03 - RIGHT NO.03,MD5150,4180 - TRACK ROLLER-R03 - RIGHT NO.03,18101.R03.CNCNP.0 Load Roller,MD515018101.R03.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R04 - RIGHT NO.04,MD5150,4180 - TRACK ROLLER-R04 - RIGHT NO.04,18101.R04.CNCNP.0 Load Roller,MD515018101.R04.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R05 - RIGHT NO.05,MD5150,4180 - TRACK ROLLER-R05 - RIGHT NO.05,18101.R05.CNCNP.0 Load Roller,MD515018101.R05.CNCNP.0 Load Roller
MD51504180 - TRACK ROLLER-R06 - RIGHT NO.06,MD5150,4180 - TRACK ROLLER-R06 - RIGHT NO.06,18101.R06.CNCNP.0 Load Roller,MD515018101.R06.CNCNP.0 Load Roller
MD51504159 - IDLER/IDLER WHEEL-LT - LEFT,MD5150,4159 - IDLER/IDLER WHEEL-LT - LEFT,18102.LH.CNCNP.0 Track Idler,MD515018102.LH.CNCNP.0 Track Idler
MD51504159 - IDLER/IDLER WHEEL-RI - RIGHT,MD5150,4159 - IDLER/IDLER WHEEL-RI - RIGHT,18102.RH.CNCNP.0 Track Idler,MD515018102.RH.CNCNP.0 Track Idler
MD5150,MD5150,,18202.LH.CNCNP.0 Sprocket,MD515018202.LH.CNCNP.0 Sprocket
MD5150,MD5150,,18202.RH.CNCNP.0 Sprocket,MD515018202.RH.CNCNP.0 Sprocket
MD5150,MD5150,,18204.LH.CNCNP.0 Track Assembly,MD515018204.LH.CNCNP.0 Track Assembly
MD5150,MD5150,,18204.RH.CNCNP.0 Track Assembly,MD515018204.RH.CNCNP.0 Track Assembly
MD62501387 - HYDRAULIC FAN PUMP-LT - LEFT,MD6250,1387 - HYDRAULIC FAN PUMP-LT - LEFT,15314.LH.CNC.0 Hydraulic Fan Pump,MD625015314.LH.CNC.0 Hydraulic Fan Pump
MD62501387 - HYDRAULIC FAN PUMP-RI - RIGHT,MD6250,1387 - HYDRAULIC FAN PUMP-RI - RIGHT,15314.RH.CNC.0 Hydraulic Fan Pump,MD625015314.RH.CNC.0 Hydraulic Fan Pump
MD62401000 - ENGINE-00 - (NONE),MD6240,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,MD624011204.0.CC.0 Engine
MD62401353 - RADIATOR-00 - (NONE),MD6240,1353 - RADIATOR-00 - (NONE),11105.0.CC.0 Radiator,MD624011105.0.CC.0 Radiator
MT44001000 - ENGINE-00 - (NONE),MT4400,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,MT440011204.0.CC.0 Engine
MT4400,MT4400,,11205.0.CC.0 Engine Mid-Life,MT440011205.0.CC.0 Engine Mid-Life
MT44001353 - RADIATOR-00 - (NONE),MT4400,1353 - RADIATOR-00 - (NONE),11105.0.CC.0 Radiator,MT440011105.0.CC.0 Radiator
MT4400,MT4400,,11309.0.CNCNP.0 Injectors,MT440011309.0.CNCNP.0 Injectors
MT4400,MT4400,,12108.0.CCNP.0 Electric Control Cabinet (HV),MT440012108.0.CCNP.0 Electric Control Cabinet (HV)
MT4400,MT4400,,12115.0.CC.0 Grid Blower Assembly (HV),MT440012115.0.CC.0 Grid Blower Assembly (HV)
MT4400,MT4400,,12119.0.CC.0 Retarder Grids (HV),MT440012119.0.CC.0 Retarder Grids (HV)
MT4400,MT4400,,13001.FT.CNCNP.0 Axle Assembly,MT440013001.FT.CNCNP.0 Axle Assembly
MT44004205 - WHEEL SPINDLE-LF - LEFT FRONT,MT4400,4205 - WHEEL SPINDLE-LF - LEFT FRONT,13014.FL.CC.0 Wheel Group,MT440013014.FL.CC.0 Wheel Group
MT44004205 - WHEEL SPINDLE-RF - RIGHT FRONT,MT4400,4205 - WHEEL SPINDLE-RF - RIGHT FRONT,13014.FR.CC.0 Wheel Group,MT440013014.FR.CC.0 Wheel Group
MT44001603 - ELECTRIC DRIVE MOTOR-LT - LEFT,MT4400,1603 - ELECTRIC DRIVE MOTOR-LT - LEFT,13016.LH.CC.0 Wheel Motor,MT440013016.LH.CC.0 Wheel Motor
MT44001603 - ELECTRIC DRIVE MOTOR-RI - RIGHT,MT4400,1603 - ELECTRIC DRIVE MOTOR-RI - RIGHT,13016.RH.CC.0 Wheel Motor,MT440013016.RH.CC.0 Wheel Motor
MT4400,MT4400,,14019.P03.CNCNP.0 Park Brake,MT440014019.P03.CNCNP.0 Park Brake
MT4400,MT4400,,14019.P06.CNCNP.0 Park Brake,MT440014019.P06.CNCNP.0 Park Brake
MT44005102 - LIFT/HOIST CYLINDER-LT - LEFT,MT4400,5102 - LIFT/HOIST CYLINDER-LT - LEFT,15018.LH.CCNP.0 Hoist Cylinder,MT440015018.LH.CCNP.0 Hoist Cylinder
MT44005102 - LIFT/HOIST CYLINDER-RI - RIGHT,MT4400,5102 - LIFT/HOIST CYLINDER-RI - RIGHT,15018.RH.CCNP.0 Hoist Cylinder,MT440015018.RH.CCNP.0 Hoist Cylinder
MT44004303 - STEERING CYLINDER-LT - LEFT,MT4400,4303 - STEERING CYLINDER-LT - LEFT,15026.LH.CC.0 Steering Cylinder,MT440015026.LH.CC.0 Steering Cylinder
MT44004303 - STEERING CYLINDER-RI - RIGHT,MT4400,4303 - STEERING CYLINDER-RI - RIGHT,15026.RH.CC.0 Steering Cylinder,MT440015026.RH.CC.0 Steering Cylinder
MT44007201 - SUSPENSION CYLINDER-LF - LEFT FRONT,MT4400,7201 - SUSPENSION CYLINDER-LF - LEFT FRONT,15029.FL.CCNP.0 Suspension Cylinder,MT440015029.FL.CCNP.0 Suspension Cylinder
MT44007201 - SUSPENSION CYLINDER-RF - RIGHT FRONT,MT4400,7201 - SUSPENSION CYLINDER-RF - RIGHT FRONT,15029.FR.CCNP.0 Suspension Cylinder,MT440015029.FR.CCNP.0 Suspension Cylinder
MT44007213 - REAR SUSPENSION CYLINDER-LR - LEFT REAR,MT4400,7213 - REAR SUSPENSION CYLINDER-LR - LEFT REAR,15029.RL.CCNP.0 Suspension Cylinder,MT440015029.RL.CCNP.0 Suspension Cylinder
MT44007213 - REAR SUSPENSION CYLINDER-RR - RIGHT REAR,MT4400,7213 - REAR SUSPENSION CYLINDER-RR - RIGHT REAR,15029.RR.CCNP.0 Suspension Cylinder,MT440015029.RR.CCNP.0 Suspension Cylinder
MT4400,MT4400,,15114.0.CC.0 Husko Valves,MT440015114.0.CC.0 Husko Valves
MT44005083 - HYDRAULIC HOIST PUMP-00 - (NONE),MT4400,5083 - HYDRAULIC HOIST PUMP-00 - (NONE),15311.0.CC.0 Hoist Pump,MT440015311.0.CC.0 Hoist Pump
MT44004306 - STEERING PUMP-00 - (NONE),MT4400,4306 - STEERING PUMP-00 - (NONE),15332.0.CC.0 Steering Pump,MT440015332.0.CC.0 Steering Pump
MT4400,MT4400,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),MT440016128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
MT44004019 - TRACTION GENERATOR-MV - MAIN,MT4400,4019 - TRACTION GENERATOR-MV - MAIN,12100.0.CC.0 Alternator (HV),MT440012100.0.CC.0 Alternator (HV)
MT4400,MT4400,,16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY),MT440016104.0.CC.0 Body - Reserve Strategy (Change Out ONLY)
MT4400AC1000 - ENGINE-00 - (NONE),MT4400AC,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,MT4400AC11204.0.CC.0 Engine
MT4400AC,MT4400AC,,11205.0.CC.0 Engine Mid-Life,MT4400AC11205.0.CC.0 Engine Mid-Life
MT4400AC,MT4400AC,,11309.0.CNCNP.0 Injectors,MT4400AC11309.0.CNCNP.0 Injectors
MT4400AC,MT4400AC,,12108.0.CCNP.0 Electric Control Cabinet (HV),MT4400AC12108.0.CCNP.0 Electric Control Cabinet (HV)
MT4400AC425R - ELECTRIC RETARDER-LT - LEFT,MT4400AC,425R - ELECTRIC RETARDER-LT - LEFT,12115.LH.CC.0 Grid Blower Assembly (HV),MT4400AC12115.LH.CC.0 Grid Blower Assembly (HV)
MT4400AC425R - ELECTRIC RETARDER-RI - RIGHT,MT4400AC,425R - ELECTRIC RETARDER-RI - RIGHT,12115.RH.CC.0 Grid Blower Assembly (HV),MT4400AC12115.RH.CC.0 Grid Blower Assembly (HV)
MT4400AC,MT4400AC,,12119.0.CC.0 Retarder Grids (HV),MT4400AC12119.0.CC.0 Retarder Grids (HV)
MT4400AC,MT4400AC,,13001.FT.CNCNP.0 Axle Assembly,MT4400AC13001.FT.CNCNP.0 Axle Assembly
MT4400AC,MT4400AC,,14019.P03.CNCNP.0 Park Brake,MT4400AC14019.P03.CNCNP.0 Park Brake
MT4400AC,MT4400AC,,14019.P06.CNCNP.0 Park Brake,MT4400AC14019.P06.CNCNP.0 Park Brake
MT4400AC5102 - LIFT/HOIST CYLINDER-LT - LEFT,MT4400AC,5102 - LIFT/HOIST CYLINDER-LT - LEFT,15018.LH.CCNP.0 Hoist Cylinder,MT4400AC15018.LH.CCNP.0 Hoist Cylinder
MT4400AC5102 - LIFT/HOIST CYLINDER-RI - RIGHT,MT4400AC,5102 - LIFT/HOIST CYLINDER-RI - RIGHT,15018.RH.CCNP.0 Hoist Cylinder,MT4400AC15018.RH.CCNP.0 Hoist Cylinder
MT4400AC4303 - STEERING CYLINDER-LT - LEFT,MT4400AC,4303 - STEERING CYLINDER-LT - LEFT,15026.LH.CC.0 Steering Cylinder,MT4400AC15026.LH.CC.0 Steering Cylinder
MT4400AC4303 - STEERING CYLINDER-RI - RIGHT,MT4400AC,4303 - STEERING CYLINDER-RI - RIGHT,15026.RH.CC.0 Steering Cylinder,MT4400AC15026.RH.CC.0 Steering Cylinder
MT4400AC7201 - SUSPENSION CYLINDER-LF - LEFT FRONT,MT4400AC,7201 - SUSPENSION CYLINDER-LF - LEFT FRONT,15029.FL.CCNP.0 Suspension Cylinder,MT4400AC15029.FL.CCNP.0 Suspension Cylinder
MT4400AC7201 - SUSPENSION CYLINDER-RF - RIGHT FRONT,MT4400AC,7201 - SUSPENSION CYLINDER-RF - RIGHT FRONT,15029.FR.CCNP.0 Suspension Cylinder,MT4400AC15029.FR.CCNP.0 Suspension Cylinder
MT4400AC7213 - REAR SUSPENSION CYLINDER-LR - LEFT REAR,MT4400AC,7213 - REAR SUSPENSION CYLINDER-LR - LEFT REAR,15029.RL.CCNP.0 Suspension Cylinder,MT4400AC15029.RL.CCNP.0 Suspension Cylinder
MT4400AC7213 - REAR SUSPENSION CYLINDER-RR - RIGHT REAR,MT4400AC,7213 - REAR SUSPENSION CYLINDER-RR - RIGHT REAR,15029.RR.CCNP.0 Suspension Cylinder,MT4400AC15029.RR.CCNP.0 Suspension Cylinder
MT4400AC,MT4400AC,,15114.0.CC.0 Husko Valves,MT4400AC15114.0.CC.0 Husko Valves
MT4400AC5083 - HYDRAULIC HOIST PUMP-00 - (NONE),MT4400AC,5083 - HYDRAULIC HOIST PUMP-00 - (NONE),15311.0.CC.0 Hoist Pump,MT4400AC15311.0.CC.0 Hoist Pump
MT4400AC4306 - STEERING PUMP-00 - (NONE),MT4400AC,4306 - STEERING PUMP-00 - (NONE),15332.0.CC.0 Steering Pump,MT4400AC15332.0.CC.0 Steering Pump
MT4400AC1353 - RADIATOR-00 - (NONE),MT4400AC,1353 - RADIATOR-00 - (NONE),11105.0.CC.0 Radiator,MT4400AC11105.0.CC.0 Radiator
MT4400AC4019 - TRACTION GENERATOR-MV - MAIN,MT4400AC,4019 - TRACTION GENERATOR-MV - MAIN,12100.0.CC.0 Alternator (HV),MT4400AC12100.0.CC.0 Alternator (HV)
MT4400AC4205 - WHEEL SPINDLE-LF - LEFT FRONT,MT4400AC,4205 - WHEEL SPINDLE-LF - LEFT FRONT,13014.FL.CC.0 Wheel Group,MT4400AC13014.FL.CC.0 Wheel Group
MT4400AC4205 - WHEEL SPINDLE-RF - RIGHT FRONT,MT4400AC,4205 - WHEEL SPINDLE-RF - RIGHT FRONT,13014.FR.CC.0 Wheel Group,MT4400AC13014.FR.CC.0 Wheel Group
MT4400AC1603 - ELECTRIC DRIVE MOTOR-LT - LEFT,MT4400AC,1603 - ELECTRIC DRIVE MOTOR-LT - LEFT,13016.LH.CC.0 Wheel Motor,MT4400AC13016.LH.CC.0 Wheel Motor
MT4400AC1603 - ELECTRIC DRIVE MOTOR-RI - RIGHT,MT4400AC,1603 - ELECTRIC DRIVE MOTOR-RI - RIGHT,13016.RH.CC.0 Wheel Motor,MT4400AC13016.RH.CC.0 Wheel Motor
MT4400AC,MT4400AC,,16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY),MT4400AC16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY)
MT4400AC,MT4400AC,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),MT4400AC16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
785,785,,16104.0.CC.0 Body - Reserve Strategy (Change Out ONLY),78516104.0.CC.0 Body - Reserve Strategy (Change Out ONLY)
785,785,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),78516128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
16M3,16M3,,13221.P01.SCRNP.0 Wheel Rim,16M313221.P01.SCRNP.0 Wheel Rim
16M3,16M3,,13221.P02.SCRNP.0 Wheel Rim,16M313221.P02.SCRNP.0 Wheel Rim
16M3,16M3,,13221.P03.SCRNP.0 Wheel Rim,16M313221.P03.SCRNP.0 Wheel Rim
16M3,16M3,,13221.P04.SCRNP.0 Wheel Rim,16M313221.P04.SCRNP.0 Wheel Rim
